ra,ano_pesquisa,fase,turma,genero,idade,ano_ingresso,instituicao_ensino,pedra,inde,iaa,ieg,ips,ipp,ida,ipv,ian,nota_mat,nota_por,nota_ing,indicado_bolsa,atingiu_pv,fase_ideal,defasagem,rec_psicologia,cg,cf,ct,n_avaliacoes,destaque_ieg,destaque_ida,destaque_ipv,fase_norm,fase_ord,pedra_ord
RA-1171,2024,4R,4R,Masculino,15.0,2023,Pública,Ametista,7.6236817459,8.334,7.230158729999999,7.51,8.645833333,7.5,8.643333333,5.0,5.0,9.5,8.0,,,Fase 5 (1° EM),-1,,,,,6.0,,,,4,4.0,3.0
RA-116,2024,5A,5A,Feminino,18.0,2021,Pública,Ágata,6.337470707133334,8.334,7.535353535666666,5.635,6.875,4.5,6.73,5.0,6.5,2.0,5.0,,,Fase 7 (3° EM),-2,,,,,5.0,,,,5,5.0,2.0
RA-217,2024,5A,5A,Feminino,17.0,2021,Privada - Programa de Apadrinhamento,Ametista,7.4209164502,8.334,8.917748917666666,6.26,7.125,7.833333333333333,6.994,5.0,9.0,7.0,7.5,,,Fase 6 (2° EM),-1,,,,,5.0,,,,5,5.0,3.0
RA-103,2024,5A,5A,Feminino,15.0,2021,Privada - Programa de Apadrinhamento,Topázio,8.775268254,8.334,9.603174603333335,6.26,7.875,9.166666666666666,8.872,10.0,9.0,9.0,9.5,,,Fase 5 (1° EM),0,,,,,5.0,,,,5,5.0,4.0
RA-178,2024,5A,5A,Feminino,16.0,2021,Privada - Programa de Apadrinhamento,Ametista,7.234168831200001,9.585,8.739177489333334,6.26,7.625,4.166666666666667,6.53,10.0,2.5,2.5,7.5,,,Fase 5 (1° EM),0,,,,,5.0,,,,5,5.0,3.0
RA-1172,2024,5A,5A,Feminino,17.0,2023,Pública,Quartzo,5.719565079333334,7.5,6.0634920633333325,6.26,7.25,3.3333333333333335,6.196,5.0,0.0,5.0,5.0,,,Fase 6 (2° EM),-1,,,,,5.0,,,,5,5.0,1.0
RA-180,2024,5A,5A,Masculino,14.0,2021,Privada - Programa de Apadrinhamento,Topázio,8.801463636333335,9.168,9.431818181666666,7.51,8.125,8.5,8.674,10.0,9.0,8.5,8.0,,,Fase 3 (7° e 8° ano),2,,,,,5.0,,,,5,5.0,4.0
RA-181,2024,5A,5A,Feminino,15.0,2021,Privada - Programa de Apadrinhamento,Ametista,7.439841414133334,7.5,8.737373737333334,6.26,7.625,4.333333333333333,8.436,10.0,0.0,7.5,5.5,,,Fase 5 (1° EM),0,,,,,5.0,,,,5,5.0,3.0
RA-121,2024,5A,5A,Feminino,17.0,2021,Pública,Ametista,7.476158297266668,8.751,8.152958153,6.26,7.25,8.833333333333334,6.764,5.0,7.5,9.0,10.0,,,Fase 7 (3° EM),-2,,,,,5.0,,,,5,5.0,3.0
RA-211,2024,5A,5A,Masculino,15.0,2021,Privada - Programa de Apadrinhamento,Topázio,8.283601875933334,9.585,9.379509379666667,7.51,7.25,7.0,7.866,10.0,5.5,6.5,9.0,,,Fase 5 (1° EM),0,,,,,5.0,,,,5,5.0,4.0
RA-1198,2024,5A,5A,Feminino,17.0,2023,Pública,Ágata,6.9217748918,8.751,9.458874459,7.51,7.375,3.5,7.332,5.0,0.0,1.0,9.5,,,Fase 6 (2° EM),-1,,,,,5.0,,,,5,5.0,2.0
RA-110,2024,5A,5A,Masculino,16.0,2021,Privada - Programa de Apadrinhamento,Topázio,8.6324939394,9.168,9.696969697,6.255,7.5,8.5,8.504,10.0,10.0,7.0,8.5,,,Fase 5 (1° EM),0,,,,,5.0,,,,5,5.0,4.0
RA-189,2024,5A,5A,Masculino,15.0,2021,Privada - Programa de Apadrinhamento,Topázio,8.586533333333334,10.002,10.0,6.255,6.875,8.166666666666666,8.2,10.0,7.0,7.5,10.0,,,Fase 5 (1° EM),0,,,,,5.0,,,,5,5.0,4.0
RA-127,2024,5A,5A,Feminino,16.0,2022,Privada - Programa de Apadrinhamento,Topázio,8.5605939394,8.751,9.488636363666666,7.51,7.625,7.833333333333333,8.538,10.0,10.0,3.5,10.0,,,Fase 5 (1° EM),0,,,,,5.0,,,,5,5.0,4.0
RA-115,2024,5A,5A,Feminino,17.0,2021,Pública,Quartzo,5.404184695733334,7.917,4.164756812,6.26,6.75,4.166666666666667,5.726,5.0,6.5,4.5,1.5,,,Fase 7 (3° EM),-2,,,,,5.0,,,,5,5.0,1.0
RA-215,2024,5B,5B,Feminino,15.0,2021,Pública,Ametista,7.045258874400002,7.084,6.455627705333334,6.26,8.0,5.666666666666667,7.432,10.0,5.0,2.0,10.0,,,Fase 5 (1° EM),0,,,,,5.0,,,,5,5.0,3.0
RA-1598,2024,5B,5B,Feminino,15.0,2024,Pública,Topázio,8.4656285714,9.585,8.857142857,7.51,8.375,7.5,8.236,10.0,7.5,7.5,,,,Fase 5 (1° EM),0,,,,,5.0,,,,5,5.0,4.0
RA-1174,2024,5B,5B,Feminino,16.0,2023,Pública,Ametista,7.374213419866667,8.751,8.349567099333333,6.26,7.5,5.0,7.266,10.0,5.0,3.0,7.0,,,Fase 5 (1° EM),0,,,,,5.0,,,,5,5.0,3.0
RA-192,2024,5B,5B,Masculino,17.0,2021,Privada,Ágata,6.882960606066668,8.334,6.363636363666667,7.51,7.125,7.166666666666667,6.9,5.0,4.0,7.5,10.0,,,Fase 7 (3° EM),-2,,,,,5.0,,,,5,5.0,2.0
RA-220,2024,5B,5B,Feminino,15.0,2022,Pública,Ametista,7.6987770562666675,8.751,8.198051948,6.26,7.25,6.833333333333333,7.332,10.0,8.0,3.5,9.0,,,Fase 5 (1° EM),0,,,,,5.0,,,,5,5.0,3.0
RA-186,2024,5B,5B,Feminino,15.0,2021,Privada,Topázio,8.325963636333334,7.917,9.640151515,6.26,8.125,7.166666666666667,8.672,10.0,6.0,7.0,8.5,,,Fase 4 (9° ano),1,,,,,5.0,,,,5,5.0,4.0
RA-1181,2024,5B,5B,Feminino,15.0,2023,Pública,Ágata,6.2015816738666665,9.168,5.036075036,6.26,7.125,3.8333333333333335,5.862,10.0,1.0,1.0,9.5,,,Fase 5 (1° EM),0,,,,,5.0,,,,5,5.0,2.0
RA-1599,2024,5B,5B,Feminino,17.0,2024,Pública,Ametista,7.6059333333333345,8.334,9.666666666666666,7.51,7.75,6.5,7.566,5.0,7.0,6.0,,,,Fase 7 (3° EM),-2,,,,,5.0,,,,5,5.0,3.0
RA-111,2024,5B,5B,Feminino,15.0,2021,Privada - Programa de Apadrinhamento,Topázio,8.667693939400001,9.168,9.488636363666666,6.26,8.125,8.333333333333334,8.74,10.0,8.0,7.0,10.0,,,Fase 5 (1° EM),0,,,,,5.0,,,,5,5.0,4.0
RA-1600,2024,5B,5B,Feminino,17.0,2024,Pública,Ágata,6.750618518533334,8.751,8.425925926,6.26,7.25,5.666666666666667,6.03,5.0,5.0,2.0,10.0,,,Fase 7 (3° EM),-2,,,,,5.0,,,,5,5.0,2.0
RA-1601,2024,5C,5C,Feminino,17.0,2024,Pública,Ametista,7.2431,8.751,7.0,7.51,7.5,6.5,8.335,5.0,5.0,5.0,9.5,,,Fase 6 (2° EM),-1,,,,,4.0,,,,5,5.0,3.0
RA-176,2024,5C,5C,Feminino,15.0,2021,Privada - Programa de Apadrinhamento,Topázio,8.828632575733334,9.585,9.545454545333333,6.26,8.59375,8.833333333333334,8.545,10.0,9.0,8.0,9.5,,,Fase 4 (9° ano),1,,,,,4.0,,,,5,5.0,4.0
RA-1602,2024,5C,5C,Feminino,15.0,2024,Pública,Topázio,8.041889814800001,7.917,8.782407407333332,7.51,7.34375,7.166666666666667,7.875,10.0,9.5,2.0,10.0,,,Fase 5 (1° EM),0,,,,,4.0,,,,5,5.0,4.0
RA-1603,2024,5C,5C,Feminino,16.0,2024,Pública,Ametista,7.836518518466668,7.5,9.259259258999998,7.51,7.5,8.333333333333334,7.835,5.0,8.5,7.0,9.5,,,Fase 6 (2° EM),-1,,,,,4.0,,,,5,5.0,3.0
RA-1604,2024,5C,5C,Masculino,16.0,2024,Pública,Topázio,8.0118555556,9.168,7.777777778,7.51,8.125,8.5,8.88,5.0,10.0,5.5,10.0,,,Fase 6 (2° EM),-1,,,,,4.0,,,,5,5.0,4.0
RA-193,2024,5C,5C,Masculino,14.0,2021,Privada - Programa de Apadrinhamento,Topázio,8.465046969666668,8.751,9.848484848333333,6.26,8.4375,7.0,8.7525,10.0,6.5,4.5,10.0,,,Fase 4 (9° ano),1,,,,,4.0,,,,5,5.0,4.0
RA-195,2024,5C,5C,Feminino,15.0,2021,Privada - Programa de Apadrinhamento,Topázio,8.4690496032,7.5,9.682539682666667,6.26,7.96875,7.833333333333333,8.965,10.0,9.0,6.5,8.0,,,Fase 4 (9° ano),1,,,,,4.0,,,,5,5.0,4.0
RA-196,2024,5C,5C,Masculino,14.0,2021,Privada - Programa de Apadrinhamento,Topázio,8.823550937933334,8.751,9.689754689666666,7.51,8.75,8.0,8.9225,10.0,8.0,7.0,9.0,,,Fase 4 (9° ano),1,,,,,4.0,,,,5,5.0,4.0
RA-197,2024,5C,5C,Feminino,14.0,2021,Privada - Programa de Apadrinhamento,Topázio,8.568238636333334,7.5,9.848484848333333,6.26,7.96875,8.333333333333334,8.795,10.0,7.0,8.0,10.0,,,Fase 5 (1° EM),0,,,,,4.0,,,,5,5.0,4.0
RA-229,2024,5C,5C,Masculino,14.0,2022,Privada - Programa de Apadrinhamento,Topázio,8.852545634933334,9.585,9.841269841333334,5.635,8.28125,8.833333333333334,8.8375,10.0,9.5,7.0,10.0,,,Fase 4 (9° ano),1,,,,,4.0,,,,5,5.0,4.0
RA-202,2024,5C,5C,Feminino,16.0,2021,Pública,Ametista,7.3512154762,8.334,7.880952381,6.26,7.65625,7.5,7.75,5.0,8.5,6.0,8.0,,,Fase 6 (2° EM),-1,,,,,4.0,,,,5,5.0,3.0
RA-1176,2024,5C,5C,Masculino,14.0,2023,Privada - Programa de Apadrinhamento,Topázio,8.914816269866666,8.751,9.682539682666667,6.26,8.59375,9.166666666666666,8.9225,10.0,10.0,8.0,9.5,,,Fase 4 (9° ano),1,,,,,4.0,,,,5,5.0,4.0
RA-1177,2024,5C,5C,Feminino,15.0,2023,Pública,Topázio,8.3233039474,8.751,9.824561403666666,6.26,7.65625,7.333333333333333,8.125,10.0,9.5,5.5,7.0,,,Fase 5 (1° EM),0,,,,,4.0,,,,5,5.0,4.0
RA-146,2024,5D,5D,Feminino,17.0,2022,Pública,Topázio,8.134554885333333,8.751,9.514316093333333,5.635,7.65625,9.333333333333334,8.304,5.0,9.0,9.0,10.0,,,Fase 7 (3° EM),-2,,,,,5.0,,,,5,5.0,4.0
RA-1199,2024,5D,5D,Masculino,18.0,2023,Concluiu o 3º EM,Ametista,7.614235714266666,7.5,8.571428571333334,5.005,6.5625,9.0,8.466,5.0,10.0,7.0,10.0,,,Fase 7 (3° EM),-2,,,,,5.0,,,,5,5.0,3.0
RA-1178,2024,5D,5D,Masculino,17.0,2023,Pública,Topázio,8.0934746032,8.751,9.682539682666667,6.26,7.5,8.333333333333334,8.696,5.0,9.0,8.0,8.0,,,Fase 6 (2° EM),-1,,,,,5.0,,,,5,5.0,4.0
RA-149,2024,5D,5D,Feminino,17.0,2022,Pública,Quartzo,5.7316173854,9.585,4.104378593666667,6.26,7.34375,3.8333333333333335,6.626,5.0,0.0,6.5,5.0,,,Fase 7 (3° EM),-2,,,,,5.0,,,,5,5.0,1.0
RA-1605,2024,5D,5D,Masculino,16.0,2024,Pública,Quartzo,4.920488888866667,0.0,5.0694444443333335,7.51,7.5,2.5,7.028,5.0,0.0,7.5,0.0,,,Fase 6 (2° EM),-1,,,,,5.0,,,,5,5.0,1.0
RA-107,2024,5D,5D,Feminino,16.0,2021,Pública,Ágata,6.676130827066667,7.5,7.9949874686666655,7.51,7.5,4.666666666666667,6.964,5.0,0.0,4.5,9.5,,,Fase 6 (2° EM),-1,,,,,5.0,,,,5,5.0,2.0
RA-184,2024,5D,5D,Masculino,14.0,2021,Privada - Programa de Apadrinhamento,Topázio,8.471456704266666,8.751,8.696741854666667,6.26,7.96875,8.166666666666666,9.004,10.0,9.5,5.0,10.0,,,Fase 4 (9° ano),1,,,,,5.0,,,,5,5.0,4.0
RA-1606,2024,5D,5D,Feminino,17.0,2024,Pública,Quartzo,5.8216796296,8.334,5.148148148,7.51,7.8125,2.5,7.132,5.0,7.5,0.0,0.0,,,Fase 7 (3° EM),-2,,,,,5.0,,,,5,5.0,1.0
